date,line_id,pressure_inlet_bar,pressure_outlet_bar,temp_process_c,wall_temp_c,ambient_temp_c,flow_rate_m3h,vibration_mm_s,h2s_ppm_an1,h2s_ppm_an2,arab_heavy_fraction,vapor_fraction,dew_point_c,delta_T_dew,sensor_status
2018-04-11,E-101,12.08,11.682,53.05,46.46,18.97,0.0,0.4,936.3,2277.7895693778883,0.3866,0.1594,17.8,28.66,0
2018-04-12,E-101,10.374,10.323,49.5,44.98,19.17,0.0,0.239,907.6,864.9,0.3808,0.299,16.48,28.5,0
2018-04-13,E-101,15.614,15.401,45.2,37.48,20.73,0.0,0.8617144025247694,871.6,831.0,0.3196,0.3488,8.49,28.98,0
2018-04-14,E-101,14.738,14.54,49.73,46.04,18.77,0.0,0.225,957.8,925.2,0.3288,0.2494,15.3,30.74,0
2018-04-15,E-101,14.246,13.915,93.2637716667782,41.41,16.18,0.0,0.381,1001.8,1007.7,0.3713,0.3085,12.04,29.38,0
2018-04-16,E-101,9.035,9.116,50.36,46.38,19.02,0.0,0.394,927.8,908.5,0.3858,0.3314,15.11,31.27,0
2018-04-17,E-101,12.477,12.276,46.96,38.59,18.22,0.0,0.195,968.5,950.6,0.3273,0.2213,9.01,29.58,0
2018-04-18,E-101,11.325,11.008,46.99,41.08,20.74,0.0,0.317,877.4,902.6,0.3472,0.3456,13.51,27.57,0
2018-04-19,E-101,,13.184,49.59,46.45,17.05,0.0,0.29,889.8,941.8,0.3668,0.2403,17.35,29.09,0
2018-04-20,E-101,11.716,11.736,44.57,40.54,20.58,0.0,0.508,954.5,933.2,0.314,0.1266,6.11,34.44,0
2018-04-21,E-101,8.776,8.415,51.17,45.17,18.06,0.0,0.239,933.0,1003.7,0.3791,0.3318,16.76,28.41,0
2018-04-22,E-101,6.487,6.376,,48.54,19.63,0.0,0.367,740.3,783.0,0.3562,0.4593,19.05,29.48,0
2018-04-23,E-101,13.075,12.685,44.47,38.42,19.79,0.0,0.378,904.3,937.8,0.3829,0.3805,9.45,28.97,0
2018-04-24,E-101,11.291,11.336,41.86,35.83,22.84,0.0,0.376,950.3,946.5,0.341,0.3845,8.83,27.0,0
2018-04-25,E-101,12.568,12.433,41.01,36.5,17.66,0.0,0.573,886.2,893.7,0.3539,0.3425,5.55,30.95,0
2018-04-26,E-101,12.854,13.078,53.36,50.38,20.99,0.0,0.443,900.2,926.5,0.3491,,17.59,32.79,0
2018-04-27,E-101,12.609,12.334,47.29,39.83,17.7,0.0,0.427,1074.2,1108.6,0.3482,0.2281,15.13,24.7,0
2018-04-28,E-101,12.555,12.621,48.07,39.68,17.06,0.0,0.353,1152.9,1118.6,0.3645,0.1683,10.08,29.6,0
2018-04-29,E-101,9.777,9.752,46.6,41.14,18.19,0.0,0.37,882.2,803.6,0.3495,0.3483,15.04,26.1,0
2018-04-30,E-101,12.018,11.655,49.56,41.43,16.49,0.0,0.456,783.8,792.6,0.3401,0.3354,19.61,21.82,0
2018-05-01,E-101,10.435,9.986,42.29,35.92,20.59,0.0,0.471,969.9,881.0,0.4018,0.1767,2.79,33.13,0
2018-05-02,E-101,12.637,12.361,49.69,41.31,19.05,0.0,0.38,799.5,782.6,0.3519,0.1881,16.19,25.12,0
2018-05-03,E-101,10.541,10.381,49.64,41.65,19.87,0.0,0.351,976.7,965.4,0.3374,0.2834,14.21,27.44,0
2018-05-04,E-101,13.955,13.949,49.44,42.77,15.24,0.0,0.419,995.8,991.7,0.3657,0.299,11.39,31.37,0
2018-05-05,E-101,10.779,10.118,38.28,33.54,17.53,0.0,0.554,888.9,840.0,0.3441,0.2361,0.89,32.65,0
2018-05-06,E-101,8.152,8.2,50.75,42.47,16.55,0.0,0.481,1074.7,1119.6,0.3657,0.3743,16.87,25.6,0
2018-05-07,E-101,8.034,8.217,46.51,41.44,16.1,0.0,0.372,895.7,920.8,0.3336,0.1497,11.6,29.85,0
2018-05-08,E-101,,9.314,45.22,37.17,19.06,0.0,0.429,800.6,798.3,0.3805,0.1633,4.9,32.27,0
2018-05-09,E-101,11.314,11.4,46.37,42.86,16.71,0.0,,821.0,763.7,0.3419,0.2973,10.72,32.14,0
2018-05-10,E-101,11.943,11.573,49.68,45.06,14.44,0.0,0.431,946.0,937.3,0.356,0.2895,14.37,30.69,0
2018-05-11,E-101,10.118,9.844,41.84,35.81,14.69,0.0,0.481,1033.2,1054.1,0.3569,0.1481,7.32,28.48,0
2018-05-12,E-101,10.372,10.031,47.68,42.1,15.4,0.0,0.365,765.1,705.5,0.3808,0.2316,14.74,27.36,0
2018-05-13,E-101,13.91,13.72,46.97,40.55,16.37,0.0,0.559,1022.5,984.2,0.3605,0.207,5.36,35.19,0
2018-05-14,E-101,14.196,13.794,48.97,41.22,19.94,0.0,0.373,998.3,934.7,0.3614,0.3441,16.01,25.21,0
2018-05-15,E-101,14.267,,46.53,41.14,16.0,0.0,0.235,817.7,822.1,0.3438,0.2261,13.44,27.71,0
2018-05-16,E-101,10.945,10.683,54.33,46.37,17.39,0.0,0.392,1083.9,1097.2,0.3456,0.3223,21.99,24.37,0
2018-05-17,E-101,13.207,12.824,47.4,43.34,14.34,0.0,0.574,865.7,889.5,0.3515,0.2546,7.89,35.45,0
2018-05-18,E-101,13.332,13.233,45.13,41.63,18.54,0.0,0.469,815.9,806.2,0.3559,0.2281,9.39,32.24,0
2018-05-19,E-101,11.675,11.537,45.95,42.52,16.06,0.0,0.383,873.6,846.2,0.3556,0.239,13.01,29.51,0
2018-05-20,E-101,10.073,9.8,42.7,35.32,16.9,0.0,0.282,820.1,795.8,0.3354,0.3374,5.51,29.82,0
2018-05-21,E-101,10.781,10.412,51.85,45.9,14.38,0.0,0.261,1076.3,1076.5,0.3619,0.4693,15.41,30.49,0
2018-05-22,E-101,12.368,12.026,45.49,39.4,17.33,0.0,0.49,1030.9,1029.4,0.3744,0.07,7.51,31.89,0
2018-05-23,E-101,12.921,12.671,46.93,43.31,15.86,0.0,0.273,904.3,894.8,0.3344,0.2006,12.67,30.65,0
2018-05-24,E-101,14.258,13.972,47.04,38.21,16.51,0.0,0.475,955.0,914.5,0.3275,0.3429,12.69,25.51,0
2018-05-25,E-101,11.683,11.406,47.54,42.06,17.5,0.0,0.401,1073.2,1060.2,0.3766,0.2927,12.91,29.15,0
2018-05-26,E-101,11.571,11.702,49.35,40.6,15.74,0.0,0.451,1085.6,1100.9,0.3629,0.3281,9.13,31.48,0
2018-05-27,E-101,10.322,10.145,49.89,41.64,15.9,0.0,0.552,919.2,911.0,0.3648,0.2714,17.75,23.88,0
2018-05-28,E-101,14.956,14.673,46.52,37.55,13.52,0.0,0.461,893.2,957.6,0.3461,0.4036,8.19,29.36,0
2018-05-29,E-101,13.81,13.545,46.57,38.91,13.26,0.0,0.495,836.3,804.8,0.3554,0.3314,11.11,27.8,0
2018-05-30,E-101,13.303,13.155,47.28,43.28,13.55,0.0,0.325,1008.4,984.9,0.3934,0.2842,6.42,36.87,0
2018-05-31,E-101,10.275,9.805,42.51,36.86,15.01,0.0,0.365,1010.0,994.3,0.3551,0.2398,1.52,35.34,0
2018-06-01,E-101,11.888,11.244,46.21,39.14,13.39,0.0,0.453,971.4,919.7,0.3603,0.2635,14.42,24.72,0
2018-06-02,E-101,10.988,10.487,45.36,37.27,13.63,0.0,0.551,859.8,884.3,0.3336,0.1808,12.08,25.19,0
2018-06-03,E-101,11.889,11.414,48.38,41.36,14.43,0.0,0.436,794.4,802.8,0.3298,0.3362,16.01,25.34,0
2018-06-04,E-101,10.451,10.494,46.18,36.96,16.44,0.0,0.481,840.6,836.2,0.3706,0.2247,11.77,25.19,0
2018-06-05,E-101,12.696,12.421,43.64,40.15,13.76,0.0,0.404,1038.3,1071.0,0.4019,0.3288,1.63,38.52,0
2018-06-06,E-101,12.388,11.682,43.31,35.52,12.96,0.0,0.226,861.2,849.1,0.3447,0.1977,10.52,24.99,0
2018-06-07,E-101,14.54,14.117,41.91,36.19,12.98,0.0,0.438,1038.4,1037.9,0.3132,0.3994,6.84,29.35,0
2018-06-08,E-101,12.59,12.555,48.11,43.51,14.74,0.0,0.373,1041.6,1085.3,0.3689,0.2668,7.56,35.95,0
2018-06-09,E-101,12.2,11.689,45.7,41.99,14.74,0.0,0.52,837.0,873.7,0.3388,0.1505,7.49,34.5,0
2018-06-10,E-101,12.202,12.009,47.12,41.37,14.91,0.0,0.165,907.1,953.8,0.3833,0.3162,7.32,34.04,0
2018-06-11,E-101,14.456,14.087,47.35,38.93,11.67,0.0,0.334,970.0,933.9,0.3886,0.1207,13.82,25.11,0
2018-06-12,E-101,10.412,10.158,50.83,43.96,9.49,0.0,0.337,743.0,793.2,0.3594,0.3597,17.33,26.64,0
2018-06-13,E-101,10.376,10.33,49.28,43.97,9.86,0.0,0.488,1152.4,1173.4,0.3378,0.2804,10.88,33.09,0
2018-06-14,E-101,11.894,11.961,45.13,40.38,11.01,0.0,0.593,828.5,811.2,0.3751,0.3746,4.6,35.78,0
2018-06-15,E-101,8.485,7.959,44.92,39.09,10.7,0.0,0.313,773.6,800.1,0.3611,0.0,12.76,26.32,0
2018-06-16,E-101,9.836,10.043,43.46,35.02,12.08,0.0,0.376,986.0,953.9,0.3533,0.1944,11.38,23.65,0
2018-06-17,E-101,10.227,10.224,51.99,45.21,10.35,0.0,0.413,933.1,960.6,0.3486,0.306,17.48,27.74,0
2018-06-18,E-101,13.999,13.647,46.39,39.98,7.9,0.0,0.413,839.5,873.7,0.3594,0.3012,10.12,29.86,0
2018-06-19,E-101,10.811,10.563,50.09,44.58,11.69,0.0,0.46,947.8,916.0,0.3811,0.1823,15.25,29.32,0
2018-06-20,E-101,11.492,11.13,44.16,38.76,13.47,0.0,0.455,970.2,962.1,0.3643,0.3453,9.01,29.75,0
2018-06-21,E-101,11.936,11.644,41.29,37.57,9.61,0.0,0.474,1105.8,1163.6,0.346,0.0678,2.09,35.48,0
2018-06-22,E-101,9.532,9.292,47.53,43.71,8.99,0.0,0.482,912.0,920.5,0.3343,0.1967,16.98,26.73,0
2018-06-23,E-101,11.476,11.23,58.13,48.82,9.0,0.0,0.379,883.5,890.3,0.3733,0.1852,22.69,26.13,0
2018-06-24,E-101,12.301,,51.48,42.34,8.12,0.0,0.144,,835.5,0.357,0.2678,19.59,22.76,0
2018-06-25,E-101,13.097,12.894,42.01,35.99,14.11,0.0,0.427,788.3,778.1,0.3393,0.1048,7.8,28.19,0
2018-06-26,E-101,13.466,13.32,43.77,34.84,7.87,0.0,0.383,703.7,688.4,0.3626,0.2653,6.06,28.79,0
2018-06-27,E-101,12.923,12.514,48.79,44.52,9.81,0.0,0.3,910.4,921.4,0.345,0.2003,12.03,32.49,0
2018-06-28,E-101,9.202,9.032,45.06,40.56,8.23,0.0,0.319,912.8,953.6,0.3395,0.3438,11.62,28.93,0
2018-06-29,E-101,9.975,9.811,49.89,44.47,11.01,0.0,0.27,817.1,799.5,0.3546,0.3434,15.32,29.15,0
2018-06-30,E-101,14.831,14.33,43.98,37.43,12.53,0.0,0.282,858.7,869.0,0.3626,0.1243,10.04,27.38,0
2018-07-01,E-101,10.659,10.181,49.33,40.32,3.77,0.0,0.259,845.0,834.6,0.3719,0.3952,11.82,28.49,0
2018-07-02,E-101,9.414,8.906,46.01,36.87,7.71,0.0,0.329,969.8,945.1,0.3139,0.3378,14.49,22.38,0
2018-07-03,E-101,7.686,7.689,52.41,44.14,8.44,0.0,0.252,997.3,1090.7,0.3176,0.3146,21.51,22.63,0
2018-07-04,E-101,10.821,10.62,48.96,41.48,5.55,0.0,0.474,954.9,884.9,0.3267,0.3165,14.64,26.84,0
2018-07-05,E-101,13.405,13.162,47.24,41.09,8.2,0.0,0.443,927.3,922.3,0.3197,0.1297,11.25,29.84,0
2018-07-06,E-101,11.454,11.073,46.94,37.95,8.73,0.0,0.438,732.3,688.1,0.3578,0.2227,12.1,25.85,0
2018-07-07,E-101,10.915,10.935,44.17,35.39,6.63,0.0,0.512,1018.7,1019.3,0.3434,0.1917,3.35,32.04,0
2018-07-08,E-101,11.348,11.132,37.33,31.69,7.18,0.0,0.482,795.3,815.5,0.3537,0.318,3.15,28.55,0
2018-07-09,E-101,10.22,10.153,44.44,40.11,7.75,0.0,0.414,789.2,774.1,0.3601,0.3789,5.04,35.07,0
2018-07-10,E-101,8.063,7.98,95.39473556719247,39.47,5.08,0.0,0.404,939.3,996.2,0.3239,0.1447,15.79,23.68,0
2018-07-11,E-101,11.571,11.477,,39.28,6.18,0.0,0.309,923.3,873.5,0.3514,0.2995,8.38,30.9,0
2018-07-12,E-101,12.244,12.298,42.01,33.61,8.45,0.0,0.477,738.6,691.2,0.3428,,11.64,21.97,0
2018-07-13,E-101,16.657,16.316,46.6,39.95,4.75,0.0,0.503,900.8,852.2,0.3273,0.3628,4.63,35.32,0
2018-07-14,E-101,14.886,14.498,38.45,32.22,7.4,0.0,0.424,753.0,771.4,0.3675,0.0412,7.23,24.99,0
2018-07-15,E-101,,12.554,43.6,38.27,4.22,0.0,0.446,861.0,896.7,0.3463,0.3078,6.97,31.3,0
2018-07-16,E-101,15.067,14.583,41.09,31.85,4.96,0.0,0.454,784.5,793.6,0.3549,0.3873,7.23,24.61,0
2018-07-17,E-101,11.43,11.023,39.54,33.86,5.09,0.0,0.442,740.7,752.6,0.3842,0.3182,6.29,27.58,0
2018-07-18,E-101,9.92,9.929,44.4,35.78,3.9,0.0,0.268,995.8,995.9,0.3314,0.2472,9.53,26.25,0
2018-07-19,E-101,11.936,11.607,38.78,34.23,4.17,0.0,0.305,784.5,787.6,0.3357,0.2891,1.91,32.32,0
2018-07-20,E-101,13.185,13.075,45.4,41.69,5.43,0.0,0.487,700.1,683.2,0.3315,0.2238,9.08,32.61,0
2018-07-21,E-101,15.399,15.162,41.49,37.06,0.71,0.0,0.22,838.1,908.1,0.3377,0.1247,8.28,28.77,0
2018-07-22,E-101,9.736,9.439,46.7,39.49,3.21,,0.409,921.5,938.1,0.3766,0.2774,6.38,33.11,0
2018-07-23,E-101,15.148,14.847,38.64,31.34,5.8,0.0,0.443,709.9,740.0,0.3274,0.1897,6.06,25.28,0
2018-07-24,E-101,12.66,12.346,46.66,42.87,6.48,0.0,0.421,949.9,911.4,0.3385,0.3621,14.63,28.25,0
